COD. INTERNO;COD. EAN;DESC;SEÇÃO;VENDAS;LOJA;CURVA
38249;7702018072217;APAR DEP GILLETTE VENUS3 C/2 SENSITIVE;HIGIENE PESSOAL;6.0;10;B
87192;7500435004220;APAR DEP GILLETTE VENUS3 SIMP L4 P3;HIGIENE PESSOAL;6.0;10;B
108823;7891055323960;ESC DENT CONDOR BABY CABECA GT CAPA EXT/MACI BARBI;HIGIENE BUCAL;6.0;10;B
116480;6200000064550;COPO VD TRANSP ST54691 360ML;UTILIDADES DOMESTICAS;6.0;10;B
124033;7896007552122;ABS INTIMUS ANTIB UF C/A C/8 ;HIGIENE PESSOAL;6.0;10;B
16063;7898921806107;BISC POLVILHO PRODUFORTE 80G ACEBOLADO;PANIFICADORA BALCAO;6.0;10;B
38905;7896044998785;DESOD ROLLON G BABY 2X50ML 50%D SEG LILAC;HIGIENE PESSOAL;6.0;10;B
8103;7897146100847;BEB REF MORGANTI TTO SUAVE 1L;BEBIDAS ALCOOLICAS;6.0;10;B
86030;7898956954019;BOLO BOLOBOM FORMIGUEIRO 500G;PANIFICADORA OUTROS;6.0;10;B
131908;7899806995053;COLA BASTAO YINS 10G YP7418;ESCOLARES;6.0;10;B
110776;7897628300079;LIXA DARULI P/PE PVC ANAT 502;PRODUTOS DE BELEZA;6.0;10;B
132821;7891360669814;APONT ESC FABER C/D PASTEL 1F;ESCOLARES;6.0;10;B
121691;7891150077935;SH TRESEMME 670ML GTS 170ML DETOX;HIGIENE PESSOAL;6.0;10;B
65700;7898246080299;CANUDINHO RAINHA 255G ;PANIFICADORA OUTROS;6.0;10;B
10013;7896016120022;DESCOL BLONDOR CAMOMILA 20G;PRODUTOS DE BELEZA;6.0;10;B
68726;7891150061378;KIT TRESEMME SH 400ML+CON 200ML REC FORCA;HIGIENE PESSOAL;6.0;10;B
13996;7896030893438;COPO DESC COPOBRAS BCO 100U 200ML;ARTIGOS PARA FESTA;6.0;10;B
47523;7891055431009;ESC DENT CONDOR JR GTS ESTOJO 31600 HOTWHEELS;HIGIENE BUCAL;6.0;10;B
127793;7891095910915;AMENDOIM YOKI DESC 150G APIM;PETISCOS SALGADINHOS;6.0;10;B
122051;7898937666368;KIT CABIDE FIXO C/3 10MM PTO 368;UTILIDADES DOMESTICAS;6.0;10;B
101774;7899751104623;RALINHO P/PIA PREMIUM 5,4CM SL0732;UTILIDADES DOMESTICAS;6.0;10;B
124644;7899790910001;VARAL MULTUSO C/GANC 13PREN CA12180;ACESSORIOS DE LIMPEZA;6.0;10;B
126526;7896021401673;BISC FABISE KIDMAIS RECH S/LAC 115G CHOC;DIETS E NATURAIS;6.0;10;B
94616;7896068000600;CREAM CHEESE DANUBIO 300G TRAD;LATICINIOS;6.0;10;B
125290;None;PALMIER TO GO KG;PANIFICADORA BALCAO;6.0;10;B
78327;7898260570660;SORV FRUT BISS GELATO 1,5L IOG GREGO;CONGELADOS;6.0;10;B
98942;7897476662350;LAPIS PTO COLL 662350 C/BOR C/4UND;ESCOLARES;6.0;10;B
123881;7896292313859;MOLHO SOFRUTA BOLONHESA SH 340G;CONSERVAS ENLATADOS-TEMPE;6.0;10;B
117373;7891150083585;SH SEDA INF 300ML MOANA;HIGIENE INFANTIL;6.0;10;B
96984;7897090179913;PICOLE LA PALETA MEXIC TRAD UND CHEES FRUT VERM;CONGELADOS;6.0;10;B
68820;7891515476229;LASANHA SADIA 600G CALABRESA;CONGELADOS;6.0;10;C
11677;7896029069547;BISC PEDIGREE BISCROK JR SH 300G ;ALIMENTOS P. ANIMAIS;6.0;10;C
69305;7808725404706;VH CHILANO 750ML CARMENERE;BEBIDAS ALCOOLICAS;6.0;10;C
17303;None;SALGADINHOS ENCOM 1/2 CENTO ;PANIFICADORA BALCAO;6.0;10;C
96980;7897090179937;PICOLE LA PALETA MEXIC PREMIUM UND PISTACHE;CONGELADOS;6.0;10;C
7807;7891024172339;COND PALMOLIVE NATURALS 350ML MACIEZ PROLONG;HIGIENE PESSOAL;6.0;10;C
37371;7897027202318;PASTA ACP C/ELAST TRANSP CRIST 30MM;ESCOLARES;6.0;10;C
121503;7899866271456;ENF DEC MDF 20X15CM CZ20215;PECAS DECORATIVAS;6.0;10;C
127666;7899613307001;KIT P/PRES CROMUS AUTO SERV 35X54 SORT;ARTIGOS PARA FESTA;6.0;10;C
81444;7898955705162;ALIM TAL CAST 1L CAST PARA;DIETS E NATURAIS;6.0;10;C
5797;7891167011755;ATUM GOMES COSTA SOL 170G NAT;CONSERVAS ENLATADOS-TEMPE;6.0;10;C
11143;7898126400346;SH BIO EXTRATUS 250ML JABORANDI;HIGIENE PESSOAL;6.0;10;C
22042;7896572010102;CANETA COMPACTOR NEO-PEN C/6;ESCOLARES;6.0;10;C
125495;7898215157786;LEITE UHT PIRACANJ A2 SEMI DES 1L;LEITES;6.0;10;C
62863;7896035950044;GRAO DE BICO AMAFIL 500G;CONSERVAS ENLATADOS-TEMPE;6.0;10;C
65079;7896292000100;BISC LOWCUCAR DIET RECH 120G CHOC;DIETS E NATURAIS;6.0;10;C
87438;7891091048612;GRANOLA SAO BRAZ 500G TRAD;DIETS E NATURAIS;6.0;10;C
72372;7898917642344;MANTEIGA CAMBI CHEE ZERO LAC 200G;LATICINIOS;6.0;10;C
123506;7896020162407;KIT T XUXINHA SH400ML+COND120ML SUAVE;HIGIENE INFANTIL;6.0;10;C
47672;7898919412372;HIDRAT MONANGE 200ML PEL EXT SEC;HIGIENE PESSOAL;6.0;10;C
119274;7898621090912;LV ROUPA LIQ BRIIZ 5L BLUE;LAVA ROUPAS-LOUCAS;6.0;10;C
108800;7891150077287;KIT BRILHANTE CONC LIQ 500ML +GAR3L LIMP TOT 25%DE;LAVA ROUPAS-LOUCAS;6.0;10;C
5912;7891095154029;PIMENTA E COMINHO KITANO 70G;CONSERVAS ENLATADOS-TEMPE;6.0;10;C
38607;7501007457789;SH PANTENE 200ML BRILHO EXTREMO;HIGIENE PESSOAL;6.0;10;C
94607;7897161311075;SH ALYNE 1L NEUTRO;HIGIENE PESSOAL;6.0;10;C
80056;7898093780151;PANO CHAO MULTFACIL ALV 42X67;ACESSORIOS DE LIMPEZA;6.0;10;C
86192;7891150057517;LIMP VIM CLORO ADITIVADO 700ML ORIG;LIMPADORES;6.0;10;C
93782;7898959802218;MOLHO PIM MARINAR 160ML;CONSERVAS ENLATADOS-TEMPE;6.0;10;C
108167;None;QJO MUSSAR BUFALA LAGUNA LANCHE KG;LATICINIOS;6.0;10;C
115533;7899866263222;ORGANIZ PLAST CZ19184;UTILIDADES DOMESTICAS;6.0;10;C
124371;7896021401383;BISC FABISE S/LAC MAIZENA 350G;DIETS E NATURAIS;6.0;10;C
70910;7622300801786;CR CHEESE PHILADELPHIA 300G LIGHT;LATICINIOS;6.0;10;C
59407;7896104871553;BARRA CER RITTER LIG 3X25G BANAN/CHOC;DIETS E NATURAIS;6.0;10;C
58437;7896572027735;MARCA TEXTO COMPACTO DESTAQ VERDE;ESCOLARES;6.0;10;C
125680;7908174912651;CANUDO INOX +ESCOVA HU51507;ARTIGOS PARA FESTA;6.0;10;C
19700;7891153005249;BIG GIZ CERA ACRILEX TRIANG C/12;ESCOLARES;6.0;10;C
65287;4005808896134;SAB LIQ NIVEA OIL 250ML FRANGI&OIL;HIGIENE PESSOAL;6.0;10;C
7627;7896000711601;KIT NIELY GOLD SH275+COND175ML RECON POTENT;HIGIENE PESSOAL;6.0;10;C
68855;7898917469248;PICOLE PARDAL ORIGINAL 72G MILH VDE;CONGELADOS;6.0;10;C
123684;7899751101509;COLHER DE MESA ORIENTE C/3 SL0158;UTILIDADES DOMESTICAS;6.0;10;C
108800;7891150077287;KIT BRILHANTE CONC LIQ 500ML +GAR3L LIMP TOT 25%DE;HIGIENE BUCAL;6.0;10;C
101787;736532729408;PICOLE LA PALETA MEXIC CUBINHOS UND MOR C/LEITE CO;CONGELADOS;6.0;10;C
11639;7891182016391;TINT KOLESTON LOU/CLA 80;PRODUTOS DE BELEZA;6.0;10;C
124130;7896572036249;CANETA COMPACTOR ESF POP 0,7 C/5 AZ;ESCOLARES;6.0;10;C
42227;7898034920660;REQ CREM ISIS LIG 200G ;LATICINIOS;6.0;10;C
100921;7898002434793;CARRO FUKA BALA SOLAPA 479 UND;BRINQUEDOS;6.0;10;C
107347;7891164005740;PRES AURORA COZ FAT 200G;EMBUTIDOS-DEFUMADOS;6.0;10;C
107561;None;CREPIOCA CARNE SOL C/QJO UND;COMIDAS PRONTAS;6.0;10;C
87199;7500435125840;PROT DIARIO ALWAYS C/40 L+P- RESPIRAVEL;HIGIENE PESSOAL;6.0;10;C
63536;7891186948575;MEIA LUPO  AU SPORT SAPATILHA 3270 1 140 801;VESTUARIO;6.0;10;C
6723;5000291020706;GIN TANQUERAY 750ML;BEBIDAS ALCOOLICAS;6.0;10;C
120121;7898080664884;ENERGETICO BALY LT 473ML PITAYA;BEBIDAS NAO ALCOOLICAS;6.0;10;C
80344;7500435125383;SH PANTENE 175ML HIDRAT;HIGIENE PESSOAL;6.0;10;C
31544;7891497640694;PANO PISO DOHLER PRIME LS 50X70 AF 1386 BCO;CAMA-MESA-BANHO;6.0;10;C
124016;7891330017362;CHOC NEUGEBAUER BARRA 90G CHOC BCO;BOMBONIERE;6.0;10;C
101202;7500435154260;COND PANTENE 150ML BAMBU;HIGIENE PESSOAL;6.0;10;C
15283;7898311230048;MINI PIZZA DELICIA MINEIRA 400G MUSSARELA;CONGELADOS;6.0;10;C
132496;7891151031226;BALA BOLA 7 MAST 57G YOGURT MOR;BOMBONIERE;6.0;10;C
126051;7891035001468;ALVEJANTE VANISH PO OXI ACTION 240G WHITE;ALVEJANTE - AGUA SANITAR;6.0;10;C
96746;7891497879520;TOALHA BH DOHLER PRISMA LIS 70X140 FJ 1290 10701;CAMA-MESA-BANHO;6.0;10;C
119740;7500435183512;ANT SEPT ORAL B 100% 500ML NOITE;HIGIENE BUCAL;6.0;10;C
129107;7898964777518;ACAFRAO FOODBRAZIL SH 30G (CURCUMA);CONSERVAS ENLATADOS-TEMPE;6.0;10;C
98279;7898629570508;BALAS HARIBO GELATINA 100G DENTINHOS;BOMBONIERE;6.0;10;C
5246;7896272001301;AZEITONA VALE FERT VDE SH 300G;CONSERVAS ENLATADOS-TEMPE;6.0;10;C
122685;7896388261118;VELA VIWACE 12 PLUS;UTILIDADES DOMESTICAS;6.0;10;C
99407;7500435150309;CR DENT ORAL B EXT FRESH 70G;HIGIENE BUCAL;6.0;10;C
133314;7891000381663;BISC NESTLE CHOCO COOKIES DUPL 120G CHOCO;BISCOITO-BOLINHOS;6.0;10;C
42892;7896006791096;PROTEINA SOJA CAMIL 400G FRANGO;CEREAIS-FARINHAS;6.0;10;C
98395;7896496995226;GRANOLA MAE TERRA CACAU NIBS 250G;DIETS E NATURAIS;6.0;10;C
102424;7898119105678;BLOCO ADES MASTERPRINT 75X75MM 100F AMARELO;ESCOLARES;6.0;10;C
114169;7891095031375;FAROFA YOKI PREMIUM MAND 380G TRAD;CONSERVAS ENLATADOS-TEMPE;6.0;10;C
119998;7896051166245;LEITE FERM ITAMBE GF 850G;LATICINIOS;6.0;10;C
103187;7898671240213;MANJERICAO EXCELENCIA 10G;CONSERVAS ENLATADOS-TEMPE;6.0;10;C
103106;7896036000267;MOLHO POMAROLA VD 420G TRAD;CONSERVAS ENLATADOS-TEMPE;6.0;10;C
112322;7891048014462;GRANULADO OETKER CROCANTE 130G;BOMBONIERE;6.0;10;C
101426;7897174690037;TOALHA S CRISTOV LAVABO 30X48CM;CAMA-MESA-BANHO;6.0;10;C
126720;7896327502210;AMIDO MILHO APTI SH 200G;MATINAIS;6.0;10;C
83161;0735201185064;SODA CAUST MULTFACIL 300G;ALCOOL-REMOVEDORES;6.0;10;C
90471;7898348396083;CACTUS REIJERS P06 8986;FLORES;6.0;10;C
116357;7891150078833;HIG LOUCA CIF ANTIBAC SQZ 420G;LAVA ROUPAS-LOUCAS;6.0;10;C
125317;7896100504011;VH RESERVADO ESTILO 750ML MERLOT;BEBIDAS ALCOOLICAS;6.0;10;C
9472;7891040128730;ESP P/BANHO PONJITA BUCHA VEGETAL;HIGIENE PESSOAL;6.0;10;C
72469;7891000350621;RACAO DOG CHOW ADU MED/GDE 10,1K;ALIMENTOS P. ANIMAIS;6.0;10;C
133422;7896111995280;ESMALTE IMPALA 7,5ML RECOMECAR;PRODUTOS DE BELEZA;6.0;10;C
122281;7896292300064;DOCE PREDILECTA GOIABADA 1KG;DOCES;6.0;10;C
90258;7898650900442;ESC MULTILAR PLAST FRICCI PLUS 442;ACESSORIOS DE LIMPEZA;6.0;10;C
124626;7898964115693;BOLO GRISE 400G CHOC;PANIFICADORA OUTROS;6.0;10;C
130020;7896314797452;ESP STARLUX MULTIUSO L4 P3;ACESSORIOS DE LIMPEZA;6.0;10;C
80866;7891132009961;REFRESCO MID ZERO 8G UVA;MATINAIS;6.0;10;C
114274;7898368351598;PAPRICA DA ROCA DEFUM SELECT 110G;CONSERVAS ENLATADOS-TEMPE;6.0;10;C
69528;7898206080314;MINI PIZZA RAINHA 400G CALABRESA;CONGELADOS;6.0;10;C
106569;7896094915046;ADOC ZERO CAL STEVIA 80ML;DIETS E NATURAIS;6.0;10;C
19678;7896572014070;COLA POLAR BCA 90G;ESCOLARES;6.0;10;C
72708;7897259401442;DOCE BOM DA FESTA SH 385G BRIGADEIRO;DOCES;6.0;10;C
121061;7908439800099;BALDE C/ALC FERRO BF15 15L;UTILIDADES DOMESTICAS;6.0;10;C
108053;7898953406337;GELEIA ELLO MOCOTO 200G TUTTI FRUTI;LAVA ROUPAS-LOUCAS;6.0;10;C
132552;None;BISC IBICUITINGA CHAMPANHE 300G;PANIFICADORA OUTROS;6.0;10;C
83096;7896496917853;BISC MAE TERRA ZOORETA ORG 110G MORANG;DIETS E NATURAIS;6.0;10;C
64275;7896020161721;TALCO TENYS PE BARUEL PO 100G BARCELONA;HIGIENE PESSOAL;6.0;10;C
132605;870477800164;MINI PIZZA DONA LULU 400G CALABRESA;CONGELADOS;6.0;10;C
122499;7891150081352;BISC MAE TERRA ZOORETA ORG INT 80G MORANGO;DIETS E NATURAIS;6.0;10;C
118059;7896045104352;CAPPUCCINO 3 CORACOES PT 200G AVELA;MATINAIS;6.0;10;C
85030;7897520009377;ELIM ODOR PROCAO A SECO 500ML;HIGIENE ANIMAL;6.0;10;C
80161;7896397800810;DOCE PRAEIRA GOIAB CASC PREM 300G;DOCES;6.0;10;C
9548;7891350034929;GEL FIXADOR NYLOOKS 240G MED FATOR 1;PRODUTOS DE BELEZA;6.0;10;C
108784;7898649351378;CHIPS TORTILLA FRONTERA 125G PICANTE;PETISCOS SALGADINHOS;6.0;10;C
51495;7898949409557;SAB ASEPXIA 80G ENXOFRE;HIGIENE PESSOAL;6.0;10;C
122308;7893590738551;PICOLE FRATELLO 60G TANGERINA;CONGELADOS;6.0;10;C
133236;7908573406133;SAC P/PRES PAP 30X12X40 RMT0613;ARTIGOS PARA FESTA;6.0;10;C
118517;7898963234692;DIF AROMAS BRASIL 250ML SEM GIRASSOL;HIGIENE PESSOAL;6.0;10;C
8773;4005808335435;HIDRAT NIVEA 200ML SOF MILK PELE S;HIGIENE PESSOAL;6.0;10;C
15822;7896260735911;MANTEIGA ITACOLOMY S/SAL PT 200G;LATICINIOS;6.0;10;C
133390;7908041701937;LING BLACK ANGUS COSTELA CX 500G;CARNES BOVINAS;6.0;10;C
122197;7898995002146;VASO BARRO MED NVC214;PECAS DECORATIVAS;6.0;10;C
1203;7898057835019;VASSOURA MULTFACIL FORTISSIMA;ACESSORIOS DE LIMPEZA;6.0;10;C
78636;7898196281685;ESMALTE LUDURANA ELITE CREM 8ML NOITE ESC;PRODUTOS DE BELEZA;6.0;10;C
133345;7908174937012;AGENDA PERMANENTE 160F 129X AG23076;ESCOLARES;6.0;10;C
89507;7896098904336;SAPONACEO YPE CREMOSO 300ML ORIGINAL;LIMPADORES;6.0;10;C
95172;7891176118032;SAB FRANCIS CLASS 90G PRETO;HIGIENE PESSOAL;6.0;10;C
125351;7899949632648;PISTOLA LANCA DARDOS FF-1885;BRINQUEDOS;6.0;10;C
117064;0606529443245;ALIM PROT MAIS MU GARRAFINHA 31G COOKIES CREAM;DIETS E NATURAIS;6.0;10;C
83847;7891035539527;BOM AR AIR WIRK SPRAY RF 12ML L3 P2 LAVAND;PURIFICADORES-ANTI MOFO;6.0;10;C
126740;7896327511472;PO P/GELATINA APTI S/SABOR 24G INCOL;DOCES;6.0;10;C
117373;7891150083585;SH SEDA INF 300ML MOANA;HIGIENE PESSOAL;6.0;10;C
82283;7898956954422;BOLO BOLOBOM ZERO LACTOSE 600G MACAXEIRA;PANIFICADORA OUTROS;6.0;10;C
97413;7891024042328;COND PALMOLIVE NATURALS 350ML CACH/LIVRE;HIGIENE PESSOAL;6.0;10;C
130105;7897063707419;TRATOR FAZENDA C/CARRETA 741;BRINQUEDOS;6.0;10;C
56308;7898336441061;RACAO P/BELGA PRAAVES 500G;ALIMENTOS P. ANIMAIS;6.0;10;C
126488;7896026354233;SEM FLOR ISLA 5G COSMOS JARD SOR;FLORES;6.0;10;C
126697;7896327514312;SOPAO APTI 200G C/MAC GAL/VEG;CONSERVAS ENLATADOS-TEMPE;6.0;10;C
69093;7898494693951;FITA DUPLA FACE ESPUMA C/2 RMI9395;UTILIDADES DOMESTICAS;6.0;10;C
133628;7622210573452;GOMA MASCA TRIDENT 25,2G TUTTI FRUTT;BOMBONIERE;6.0;10;C
101131;7899653781137;PEGADOR MASSAS INOX 20CM SL0525;UTILIDADES DOMESTICAS;6.0;10;C
56483;7891055538517;GEL DENT CONDOR BAMBINOS 50G GAL PINT;HIGIENE BUCAL;6.0;10;C
72877;7909392033975;MEIA LUPO ADULTO WALK 3225 28 140 995;VESTUARIO;6.0;10;C
80866;7891132009961;REFRESCO MID ZERO 8G UVA;BEBIDAS NAO ALCOOLICAS;6.0;10;C
78658;7898196281012;ESMALTE LUDURANA TRAT 8ML BASE INCOL;PRODUTOS DE BELEZA;6.0;10;C
81830;7891172433085;PAPEL HIG NEVE SUP 20M L24 P21 NEUTRO;PAP HIG GUARD;6.0;10;C
130364;7898925479093;TAPETE SAO JOSE MALHA;CAMA-MESA-BANHO;6.0;10;C
123363;7898110852434;AGUA DMARTE DESMINERALIZADA 1L;AUTOMOTIVOS;6.0;10;C
123902;7897161390957;KIT ALYNE SH+COND 350ML RECONS/FORCA;HIGIENE PESSOAL;6.0;10;C
130087;7896020163091;SAB LIQ T XUXINHA BARUEL REF 210ML SONO TRANQ;HIGIENE INFANTIL;6.0;10;C
65992;7891150043091;KIT SEDA SH325+COND325ML PR ESP LIS PERF;HIGIENE PESSOAL;6.0;10;C
72042;7898126407796;BANHO CR BIO EXTRATUS POS QUIM 250G;HIGIENE PESSOAL;6.0;10;C
124428;None;ELAST P/CAB LOLO LA MINI C/10 MLE007;PRODUTOS DE BELEZA;6.0;10;C
98025;7896020159964;CR P/ASSADURA T XUXINHA 90G;HIGIENE INFANTIL;6.0;10;C
73223;7896098902028;DETERG LIQ YPE ULTR GEL CONC 416G NEUTRO;LAVA ROUPAS-LOUCAS;6.0;10;C
120292;7896003738728;BISC MARILAN DISTRACAO 320G CHOC BCO;BISCOITO-BOLINHOS;6.0;10;C
106589;7896094919129;ADOC ZERO CAL STEVIA 2X80ML 50DES;DIETS E NATURAIS;6.0;10;C
8911;7898157619830;DEO COL CIA DA NATUREZA 300ML GABY;HIGIENE PESSOAL;6.0;10;C
132240;None;MELAO AMARELO CEPI TP 4-7 KG;FRUTAS-VERDURAS;6.0;10;C
130159;9788538093701;LIVRO MEU BLOCAO COLOR APREND ALF 3701;CONVENIENCIA;6.0;10;C
108587;7891150071827;ANT SEPT CLOSE UP PROT 360 250ML ICE;HIGIENE BUCAL;6.0;10;C
2248;7896490288744;CANJICA DONA CLARA BCA 500G;DERIVADOS DE MILHO;6.0;10;C
84818;7898165320216;DADINHO TAPIOCA RICRICRIF 300G QJO;CONGELADOS;6.0;10;C
85820;7898915654059;MASSA CASARAO GOURMET PENNE 300G ESPINAFRE;MASSAS;6.0;10;C
73259;7896422000710;FAROFA PRATIC LEVE 320G TRAD;CONSERVAS ENLATADOS-TEMPE;6.0;10;C
133798;7898953148701;SUCO PRATS PET 300ML LARANJA;BEBIDAS NAO ALCOOLICAS;6.0;10;C
119224;7891098041937;CHA LEAOZINHO C/10 23G MORANG/MARAC;MATINAIS;6.0;10;C
130061;7898331013195;CHANTILLY FLEISCHMANN GRAN FI 500ML;DOCES;6.0;10;C
16005;7898220962153;BISC OSHO COFFEE CHOCOLITO 260G;PANIFICADORA BALCAO;6.0;10;C
79178;7891079012963;MAC LAMEN NISSIN 85G COSTELA;MASSAS;6.0;10;C
129413;7897158700165;CR P/PENT GOTA DOUR INF CLUB 300ML CACHEADOS;HIGIENE INFANTIL;6.0;10;C
117006;7898202614520;CANUDO STRAWPLAST MEX C/100;ARTIGOS PARA FESTA;6.0;10;C
41570;7896029028414;RACAO DREAMIES PETISCO 40G CARNE;ALIMENTOS P. ANIMAIS;6.0;10;C
81780;7896001000025;ESP BETTANIN ESFREBOM PROM POTE C/6;ACESSORIOS DE LIMPEZA;6.0;10;C
132277;7891150090743;DESENG CIF ESP DESIN GAT 500ML DERRETE GORDURA;LIMPADORES;6.0;10;C
10495;7896040707305;CERA LIQ COURO BOM FLEX P/SAP 40ML MARRON;POLIDORES;6.0;10;C
16800;None;SAPOTI EMB KG;FRUTAS-VERDURAS;5.0;10;C
133143;7908470010853;JG MEMORIA DINO C/54PCS 791085;BRINQUEDOS;5.0;10;C
64964;7891010618773;PROT DIARIO CAREFREE C/40 TD L+P- FLEX;HIGIENE PESSOAL;5.0;10;C
124743;7896045109623;CAFE 3 CORACOES PORTINARI 250G MENINO SOLT PIP;MATINAIS;5.0;10;C
51168;7506295338901;PROT DIARIO ALWAYS C/40 L+P- C/PERFUME;HIGIENE PESSOAL;5.0;10;C
3168;7896798601016;BARRA FRUTA BANANA BRASIL 60G;DIETS E NATURAIS;5.0;10;C
101326;7891035000010;ALVEJANTE VANISH 1,2L PINK;ALVEJANTE - AGUA SANITAR;5.0;10;C
132621;7908228804444;BALA FINI SMOOFREE 80G FRUT SORT/NATA;BOMBONIERE;5.0;10;C
3415;7896292001442;ADOC MAGRO 100ML;DIETS E NATURAIS;5.0;10;C
127695;7909107750982;SACO P/PRES CROMUS SORT 45X59 MASC;ARTIGOS PARA FESTA;5.0;10;C
83328;7501001407506;PROT DIARIO ALWAYS C/80 L+P- C/PERFUME;HIGIENE PESSOAL;5.0;10;C
127391;7896045111312;CAPSULA CAFE 3CORACOES ALUM 10X50G INTENSO;MATINAIS;5.0;10;C
123921;7896064205511;BISC STA EDWIGES SEQUILHO 100G COCO;BISCOITO-BOLINHOS;5.0;10;C
108577;7898937115712;TAMARA LESSA 150G;FRUTAS-VERDURAS;5.0;10;C
83698;7591543063605;VELA SILVER PLASTIC ESPIRAL PRATEADA;ARTIGOS PARA FESTA;5.0;10;C
111524;7908093801272;ESTILETE LARGO LAPISPEL MET 801272;ESCOLARES;5.0;10;C
100984;7891150071674;DESINF CIF SQZ 500ML 20%DESC TIRA LIMO;LIMPADORES;5.0;10;C
8168;7891134001932;SAB ALMA DE FLORES 130G JASMIM;HIGIENE PESSOAL;5.0;10;C
16520;None;QJO RICOTA FRES SAB&VIDA KG ;LATICINIOS;5.0;10;C
128573;7898902002542;SORV GELATTS 1,5L LEIT TRUF;CONGELADOS;5.0;10;C
124486;7898305850672;BISC PEPULHA SEQUILHO 160G MARACUJA;BISCOITO-BOLINHOS;5.0;10;C
10225;7891010036478;TALCO JOHNSONS BABY 200G HORA DO SONO;HIGIENE INFANTIL;5.0;10;C
95775;7898368350010;MOLHO DA ROCA NORDEST 150ML INVOCADO;CONSERVAS ENLATADOS-TEMPE;5.0;10;C
119637;7896044997771;SAB GIOVANNA BABY KIDS GIBY 80G;HIGIENE INFANTIL;5.0;10;C
94883;7891021002202;FILTRO DE PAPEL MELITTA 4 C/30;MATINAIS;5.0;10;C
120108;7896267774111;ESPUM SAN MARTIN MOSCATEL 660ML ROSE;BEBIDAS ALCOOLICAS;5.0;10;C
125478;7898961803319;FARINHA LINHACA ASTER DOUR 180G ;DIETS E NATURAIS;5.0;10;C
107042;7891331018245;MIST P/MINGAU NUTRILON SH 600G MULTCEREAIS;MATINAIS;5.0;10;C
100169;7896102000160;MOLHO BARBECUE HEINZ 397G;CONSERVAS ENLATADOS-TEMPE;5.0;10;C
66329;7896342905874;BORR MERCUR PONT 90587;ESCOLARES;5.0;10;C
3366;7896283000546;FIBRA DE TRIGO JASMINE 250G;DIETS E NATURAIS;5.0;10;C
19752;7891150018846;SH TRESEMME 400ML HIDRAT PROF;HIGIENE PESSOAL;5.0;10;C
131260;7898324280443;INCENSO HINDUS ALOES VERA H044;PECAS DECORATIVAS;5.0;10;C
118074;7891150078772;CALDO PO KNORR CX 35G GALINHA;CONSERVAS ENLATADOS-TEMPE;5.0;10;C
3469;7896569405775;ADOC TAL QUAL DIET 120G;DIETS E NATURAIS;5.0;10;C
64272;7896020161066;SAB LIQ T XUXINHA 210ML SONO TRANQ;HIGIENE INFANTIL;5.0;10;C
497;7894650155011;DESINF PATO PURIF GERM 500ML MARINE;LIMPADORES;5.0;10;C
129185;7897185963878;CANETA ESF GOLLER TWIST COLORS C/4 6387;ESCOLARES;5.0;10;C
10435;7898095296452;LENCO UMED COTTON LINE C/70 AZUL;HIGIENE INFANTIL;5.0;10;C
127424;7898510530437;BARBANTE SISALTEC 200M;UTILIDADES DOMESTICAS;5.0;10;C
130714;7898295751256;PIMENTA PTA TEMP DA CASA GRAOS 40G;CONSERVAS ENLATADOS-TEMPE;5.0;10;C
102295;7898965335014;BISC NATURATTA ARROZ INT 60G CHOC;DIETS E NATURAIS;5.0;10;C
132965;7894494736476;CAD JANDAIA SCHOOL BAS CD 15M 240F 73647;ESCOLARES;5.0;10;C
94749;7898524346246;ATIV CACH SALON LINE SOS 300ML KIDS;HIGIENE PESSOAL;5.0;10;C
4142;7898366930375;DOCE PALMEIRON BANANADA 500G ;DOCES;5.0;10;C
11608;7891182016346;TINT KOLESTON CHOC 67;PRODUTOS DE BELEZA;5.0;10;C
133589;7908169022396;LUPA VIDRO 10X1,5X18CM CB2602;ESCOLARES;5.0;10;C
120302;7898248600143;DESINF CAMPESTRE 1L CONFORT AZ;LIMPADORES;5.0;10;C
120831;7898921806732;ROSQUINHA PRODUFORTE MINEIRA 50G CEBOLA;PANIFICADORA OUTROS;5.0;10;C
87291;7894650013809;GEL ADESIV PATO C/2 DISC AP UND LAV;PURIFICADORES-ANTI MOFO;5.0;10;C
70721;7896013106623;AMAC SONHO DILUI 5L LAVANDA;HIGIENE PESSOAL;5.0;10;C
131093;7899706220026;ESMALTE COLORAMA GURU AMOR 8ML O PRAZER E MEU;PRODUTOS DE BELEZA;5.0;10;C
131289;7898324282294;INCENSO HINDUS GARDENIA H229;PECAS DECORATIVAS;5.0;10;C
94883;7891021002202;FILTRO DE PAPEL MELITTA 4 C/30;UTILIDADES DOMESTICAS;5.0;10;C
129081;0619205355435;MOLHO PIM CASEIRO VO LUIZ 300ML;CONSERVAS ENLATADOS-TEMPE;5.0;10;C
118451;7894900360011;AGUA TONICA SCHWEPPES S/ACUC 350ML;BEBIDAS NAO ALCOOLICAS;5.0;10;C
98255;7897146101554;BEB REF SAO FRANCISCO S/ACUC 1L;BEBIDAS NAO ALCOOLICAS;5.0;10;C
106533;7896849423185;POTE JOY RET COLOR SORT 1,4L 7150;UTILIDADES DOMESTICAS;5.0;10;C
